Senecellacopepodites,Holopediumgibberum,Limnocalanuscopepodites,Harpacticoidcopepodites,Polyphemuspediculus,Cyclopscopepodites,Mysisdiluviana,Mesocyclopsedax,Ceriodaphniaspp,Alonaspp,Diacyclopsthomasi,Chydorussp,Calanoidcopepodites,Leptodiaptomusminutus,Leptodiaptomussicilis,Diacyclopsnanus,Epischuralacustris,Senecellacalanoides,Daphniaspp,Daphniaparvula,Microcyclopsvaricans,Limnocalanusmacrurus,Epischuracopepodites,Skistodiaptomusoregonensis,Cercopagispengoi,Daphniaretrocurva,Tropocyclopsprasinusmexicanus,Leptodiaptomusashlandi,Daphnialongiremis,Bosminaspp,Leptodorakindti,Eurytemoracarolleea,Bythotrepheslongimanus,Daphniagaleatamendotae,Eurycercuslamellatus,Alonella,Diaphanosomaspp,Eubosminacoregoni,Bosminalongirostris,Lecaneludwigi,Lecanespp,Trichocercaporcellus,Copepodnauplii,Ptygura,Stephanoceros,Ploesomahudsoni,Euchlanisspp,Keratellacochlearis,Rotifera,Collothecaspp,Gastropusstylifer,DreissenidVeligers,Keratellacrassa,Conochilusunicornis,Lecaneflexilis,Ascomorphaovalis,Monostylaspp,Notholcaacuminata,Kellicottialongispina,Tylotrochamonopus,Trichocercaspp,Bdelloidea,Monostylacopeis,Monostylalunaris,Pompholyxsulcata,Lepadellaspp,Ploesomatruncatum,Trichocercarousseleti,Synchaetaspp,Keratellaearlinae,Ploesomalenticulare,Ascomorphaeucaudis,Asplanchnapriodonta,Cephalodellaspp,Notholcalaurentiae,Trichotriaspp,Keratellahiemalis,Notholcafoliacea,Polyarthraspp,Trichocercacylindrica,Notholcasquamula,Keratellaquadrata,Trichocercamulticrinis
0,11.66724506,57.62911955,0,0,965.1993643,0,0,0,0,1103.084988,0,758.3709291,413.6568704,207.1819881,0,22.98093724,0,0,0,0,34.64818231,57.62911955,45.96187449,0,0,11.66724506,666.4471801,11.66724506,103.590994,0,0,0.707105761,0,0,0,0,0,275.7712469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12.51577198,0,33.30468137,0,0,241.5119728,0,8.379203273,0,0,183.1757475,0,495.4336518,120.8090193,162.3868381,0,0,0,0,0,0,12.51577198,0,24.92547809,0,0,4.136568705,353.9417889,0,12.51577198,0,0,0.424263457,0,0,0,0,0,12.51577198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.60690258,0,43.08852483,0,0,58.9632445,0,0,0,0,240.3886122,0,371.9220038,149.6759284,86.17704966,0,0,0,0,0,0,0,2.267817096,15.87471967,0,0,0,124.7299403,0,2.267817096,0,0,0,0,0,0,0,0,4.535634193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.23897255,28.69458341,40.75935144,0,0,546.1753093,0,12.39084284,0,0,334.2266818,0,733.6683259,265.0988218,24.45561086,0,0,0,0,4.23897255,0,24.45561086,61.30206456,212.2747023,0,0,16.30374058,175.4282486,0,40.75935144,0,0,2.934673304,0,0,0,0,0,534.1105413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,6.279959333,75.35951199,0,0,477.2769093,0,0,0,0,313.9979666,0,602.8760959,288.8781293,25.11983733,0,0,0,0,0,0,37.679756,12.55991867,175.8388613,0,0,18.839878,263.758292,0,6.279959333,0,0,3.502285012,0,0,0,0,0,169.558902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24.52082583,55.17185811,36.78123874,0,0,796.9268393,0,24.52082583,0,0,649.8018844,0,637.5414715,122.6041291,18.39061937,0,0,0,0,0,0,42.91144519,0,49.04165165,0,0,12.26041291,588.4998198,0,67.43227102,0,0,2.869458341,0,0,0,0,0,422.9842455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,756.5829617,0,0,0,0,0,14.72800286,2298.113928,523.6623239,14.72800286,0,102.0050568,0,0,0,0,0,145.6435838,130.915581,0,0,14.72800286,145.6435838,0,0,0,0,14.72800286,2109.377298,0,0,0,0,2167.198347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109.7785199,0,27.71635898,0,2662.400836,0,192.3841388,27.71635898,0,27.71635898,658.6711192,2113.508236,110.3219779,27.71635898,0,165.2112378,0,0,0,0,0,357.0519186,54.88925993,0,576.6089583,110.3219779,0,0,109.7785199,0,27.71635898,4.891122172,2058.618976,0,0,27.71635898,164.6677798,11636.52311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,245.4877509,0,23.75687912,0,0,15.83791941,0,997.788923,134.622315,15.83791941,0,269.24463,0,0,0,0,0,562.2461392,31.67583883,0,0,0,39.59479853,0,0,0,0,19.56448869,380.1100659,0,0,0,7.918959707,752.3011721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,7.336683258,0,0,0,330.1507466,0,36.68341629,0,0,80.70351584,7.336683258,2648.542656,163.5808638,51.35678281,0,110.0502489,0,0,0,0,0,293.4673303,22.01004977,0,0,7.336683258,198.090448,0,0,0,0,7.064954249,124.7236154,0,0,0,0,161.4070317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15.35707177,0,30.71414354,0,0,176.6063253,0,61.42828707,0,0,214.9990047,0,3578.197722,138.2136459,145.8921818,0,0,0,0,0,0,0,130.53511,0,0,0,0,453.0336171,0,0,0,0,1.051854231,0,0,0,0,0,30.71414354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.633694692,0,41.36001558,0,0,128.5421231,0,4.633694692,0,0,284.6289869,0,798.7974793,472.894286,169.9021387,0,0,0,0,0,0,4.633694692,0,13.81527491,0,0,0,247.902666,0,0,0,0,0,0,0,0,0,0,45.90790111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,289.1822236,0,7.132963377,0,7.132963377,0,0,1352.290973,180.7017389,0,0,57.65812063,0,0,0,0,0,592.9275807,0,0,0,21.69609694,0,0,0,0,0,8.618997413,1019.716556,7.132963377,7.132963377,0,0,209.828006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,61.26320061,0,14.32768401,0,0,0,0,656.3561453,50.39392308,3.705435521,0,129.9372723,0,0,0,0,0,652.8977388,0,0,0,3.705435521,3.705435521,0,0,0,0,5.187609729,25.19696154,0,0,0,0,28.90239706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.048290036,0,15.14487011,0,0,373.5734627,0,95.91751068,0,0,106.0140908,0,2488.806988,358.4285925,30.28974022,0,95.91751068,0,0,0,0,15.14487011,131.2555409,20.19316014,0,0,0,75.72435054,0,5.048290036,0,0,4.236957709,95.91751068,0,0,0,0,30.28974022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,92.29767378,0,0,307.6589126,0,169.2762316,0,0,84.63811579,0,3722.672843,284.616409,84.63811579,0,61.53178252,0,0,0,0,7.72338764,169.2124019,0,0,0,0,215.4250685,0,0,0,0,1.340422648,30.76589126,0,0,0,0,15.38294563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,257.3810952,0,4.755308918,0,4.755308918,0,0,753.7164635,0,0,0,84.40673329,0,0,0,0,0,468.1007216,18.72402886,0,0,23.47933778,219.9330374,0,0,0,0,7.430170184,201.2090086,0,0,0,0,42.20336665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,222.4021402,0,11.12010701,0,0,0,0,878.4884539,244.6423542,0,0,61.45322296,0,0,0,0,0,856.2482399,16.97279491,0,0,5.852687901,0,0,0,0,0,4.09688153,183.7744001,0,0,0,0,222.4021402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,6.225131675,0,0,0,84.03927762,0,0,0,0,0,9.337697513,401.5209931,127.6151993,0,0,24.9005267,0,0,0,0,0,703.4398793,6.225131675,0,0,3.112565838,0,0,0,0,0,1.729203243,18.67539503,0,0,0,0,96.48954097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,826.3402635,0,95.34695348,0,0,0,0,4237.642377,423.7642377,0,0,0,0,0,0,0,0,444.9524496,10.59410594,0,0,0,42.37642377,0,0,0,317.8231783,3.370851891,0,0,0,0,0,10.59410594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,23.14104248,0,0,293.1198714,0,15.42736165,0,0,53.99576578,0,2321.817928,401.1114029,46.28208495,0,84.85048908,0,0,0,0,38.56840413,107.9915316,23.14104248,0,0,0,69.42312743,0,0,0,0,3.681529485,92.5641699,0,0,0,0,38.56840413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.06778888,0,140.4302165,0,0,631.9607413,0,28.08604329,0,0,294.9282218,0,4830.799446,280.8604329,84.30766435,0,126.4119621,0,0,0,0,28.08604329,28.08604329,28.08604329,0,0,0,407.272395,0,0,0,0,1.88230978,28.08604329,0,0,0,0,56.17208659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,68.00091752,0,0,0,2822.038077,0,0,0,0,578.0077989,0,8738.117901,374.0050464,102.0013763,0,0,0,0,0,0,34.00045876,0,102.0013763,0,0,0,510.0068814,0,748.0100927,0,0,0.713296338,0,0,0,0,0,3672.049546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.76275007,14.76275007,0,0,14.76275007,1515.736974,0,44.1936172,0,0,147.2489687,0,4620.64614,88.29260139,14.76275007,0,29.43086713,0,0,0,0,29.43086713,0,29.43086713,0,0,0,235.5415701,0,132.4862186,0,0,1.419495199,0,0,0,0,0,279.6405543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8.2534672,24.70574288,8.2534672,0,24.70574288,756.8046812,0,41.15801856,0,0,213.9342425,0,2508.99937,345.552448,123.4193969,0,24.70574288,0,0,0,0,115.1659297,16.45227568,32.95921008,0,0,8.2534672,123.4193969,0,0,0,0,0.765222125,8.2534672,0,0,0,0,106.9671213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,442.4435323,0,0,10.86927753,2308.922263,0,0,0,0,32.44799027,0,334.5499686,10.86927753,0,0,0,0,302.1019783,0,0,0,86.31485095,0,0,0,0,10.86927753,0,21.57871274,32.44799027,0,1.918107799,0,0,0,0,0,1510.509892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,301.6701236,0,0,18.85438273,2639.613582,0,37.70876546,0,0,490.2139509,0,546.7770991,18.85438273,0,0,37.70876546,0,18.85438273,0,0,37.70876546,37.70876546,0,0,94.27191364,0,94.27191364,0,1263.243643,56.56314818,0,0.333705889,0,0,0,0,0,4977.55704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27.93404324,335.2085189,14.02136801,0,0,2569.931978,0,14.02136801,0,0,1648.217244,0,1019.646925,41.95541125,0,0,41.95541125,0,0,0,0,69.8894545,14.02136801,167.6042595,0,27.93404324,0,237.493714,0,530.7468216,27.93404324,0,1.195620528,14.02136801,0,0,0,0,3631.425622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,276.5114402,0,0,0,3145.317632,0,34.56393002,0,0,34.56393002,0,8571.854645,345.6393002,0,0,172.8196501,0,0,0,0,0,1278.865411,829.5343205,0,0,103.6917901,2730.550472,0,0,0,0,23.47738643,0,0,0,0,0,103.6917901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,288.5762081,0,0,0,682.3115429,0,52.57956334,0,0,13.04299246,0,4331.088683,656.225558,0,0,39.53657089,0,0,0,0,0,131.2451116,459.3578906,0,0,39.12897737,13.04299246,0,0,0,0,20.37967571,0,0,0,13.04299246,0,65.6225558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17.58474876,79.07314179,0,0,0,1141.494751,0,79.07314179,0,0,184.3487238,0,1097.591107,184.4651791,0,0,17.46829347,0,0,0,0,0,35.16949752,324.9102586,0,0,8.734146736,237.1029701,0,0,0,0,5.822764491,0,0,0,0,0,702.4583082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,308.3736074,0,0,0,456.504736,0,11.64552898,0,5.589853911,40.06061969,0,1164.087077,85.7110933,0,0,34.47076578,0,0,0,0,0,393.6188795,11.17970782,0,0,17.23538289,34.47076578,0,0,5.589853911,0,6.521496229,0,0,0,0,0,251.0776048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1660.37294,0,0,0,111.5175855,0,0,0,0,13.04299246,0,279.1200387,186.5147922,0,0,37.17252851,0,0,0,0,0,551.7185811,0,0,0,0,6.52149623,0,0,0,0,5.217196984,0,0,0,0,0,80.86655325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30.51128594,213.1131804,7.686049129,0,0,935.8347091,0,22.82523681,0,0,228.2523681,0,1400.025494,494.4691606,0,0,22.82523681,0,0,0,0,15.13918768,152.0906085,7.686049129,0,0,0,623.9674429,0,0,0,0,7.453138549,0,0,0,0,0,342.3785521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115.5527613,82.53768666,82.53768666,0,0,1997.412017,0,33.01507466,0,0,33.01507466,0,4176.406945,759.3467173,33.01507466,0,16.50753733,0,0,0,0,264.1205973,66.03014933,0,0,0,0,429.1959706,0,0,0,0,8.559463802,0,0,0,0,0,297.135672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,120.6476803,0,3.260748115,0,482.5907211,0,48.91122173,0,0,55.43271796,3.260748115,720.6253335,117.3869321,0,0,19.56448869,0,0,0,0,0,110.8654359,3.260748115,0,0,6.52149623,78.25795477,0,19.56448869,0,0,5.148549656,0,0,0,0,0,156.5159095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,60.95090707,0,0,0,1063.505539,0,43.64385938,0,0,183.103548,0,1290.002119,592.7036765,17.55787446,0,26.33681169,0,0,0,0,35.11574893,244.054455,0,0,0,0,235.5263446,0,17.55787446,0,0,12.5413389,0,0,0,0,0,1106.898572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,157.9980678,0,0,0,401.0720181,0,237.1453174,0,0,12.15369752,0,601.756243,200.6842249,0,0,164.2231323,0,0,0,0,0,437.5331107,18.3787621,0,0,0,6.225064583,0,0,0,0,0.88929494,0,0,0,0,0,1476.822464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117.3869321,352.1607964,0,0,0,2905.326571,0,557.5879277,0,0,381.5075295,0,2787.939638,616.2813938,29.34673304,0,176.0803982,0,0,0,0,146.7336652,528.2411946,0,0,0,0,205.4271313,0,0,0,0,6.52149623,0,0,0,0,0,4196.582824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112.9616311,135.5539574,45.18465245,0,0,2801.448452,0,112.9616311,0,0,112.9616311,0,5512.527599,677.7697868,22.59232623,0,22.59232623,0,0,0,0,203.330936,112.9616311,0,0,0,0,158.1462836,0,0,0,0,8.384780868,0,0,0,0,0,429.2541983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,117.9303902,0,0,0,1806.182727,0,981.7569116,0,0,39.40070639,2238.231852,2512.94988,864.0982504,0,0,235.8607803,0,0,0,0,0,196.4600739,746.1678603,0,0,157.3310965,0,0,0,0,39.40070639,24.18388185,3416.177108,0,0,353.5194414,0,14449.46181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,33.13340826,0,0,0,894.602023,0,99.40022478,99.40022478,0,33.13340826,198.8004496,2087.40472,596.4013487,0,0,231.9338578,0,0,0,0,0,497.0011239,298.2006743,0,0,99.40022478,132.533633,0,0,66.26681652,0,7.888906728,2219.938353,0,0,364.4674908,0,9509.28817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,4.347664155,0,0,115.2131001,0,9.78224435,0,2.173832078,16.30374058,0,568.4570883,106.5177718,2.173832078,0,19.5644887,0,0,0,0,0,11.95607643,0,0,0,0,27.17290097,0,0,0,0,6.521496233,4.347664155,0,0,0,0,115.2131001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,3815.075292,0,0,0,0,1467.336651,146.7336651,68671.35526,2494.472306,0,0,293.4673302,0,0,0,0,0,1320.602986,0,0,0,0,10418.09022,0,0,0,0,19.56448868,0,0,0,0,0,1320.602986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19.86092034,0,79.44368135,0,0,1112.211539,0,59.58276101,0,0,258.1919644,0,6653.408313,595.8276101,39.72184067,0,39.72184067,0,0,0,0,99.30460168,933.4632558,0,0,0,39.72184067,575.9666898,0,29.93959633,0,0,3.853611409,59.58276101,0,0,0,0,218.4701237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76.20226573,0,304.8090629,0,0,5029.349538,0,762.0226573,0,0,609.6181259,0,17374.11659,5029.349538,304.8090629,0,304.8090629,0,0,0,0,228.6067972,152.4045315,0,0,0,0,2819.483832,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,26.08598492,0,0,0,0,0,0,4070.065797,721.2774831,0,0,180.6454456,0,0,0,0,0,257.5991011,26.08598492,1.304299246,0,0,0,0,0,103.0396404,77.60580514,3.260748115,0,0,0,0,0,7032.781535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,0,0,0,252.0092471,0,42.85554665,0,0,10.71388666,0,1216.259047,787.7035802,0,0,123.4426072,0,0,0,0,0,466.2869804,5.589853911,0,0,0,27.01762723,0,0,0,0,2.794926955,0,0,0,0,0,64.28331997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,46.6694574,0,0,2846.836901,0,0,0,0,443.4617436,0,6300.376748,1330.181434,23.43662708,0,93.54271155,0,0,0,0,210.1144567,93.33891479,23.43662708,0,0,0,1376.850892,0,0,0,0,5.910105958,0,0,0,0,0,116.7755419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
