Site,Survey," Depth [fresh water, m]", Temperature [deg C],Fluorescence [mg/m^3],Oxygen [mg/l],Conductivity [uS/cm],Specific Conductance [uS/cm],Beam Attenuation [1/m], Beam Transmission [%],"SPAR, Biospherical","PAR/Irradiance, Biospherical",CPAR/Corrected Irradiance [%],Density [kg/m^3],"Time, Elapsed [seconds]","Pressure, Digiquartz [db]",Bottles Fired,Altimeter [m], Descent Rate [m/s],pH,Latitude [deg],Longitude [deg],Mean Size [μm] ,Total Volume Concentration [PPM] ,Derived Oxygen [mg/l],Nbin,Flag
Parry Sound 82,CSMI I June 2023,72,4.027,0.2382,13.368,115.925941,199.68,-3.5945,109.4024,426.51,1.00E-12,2.34E-13,1000.396,622.503,70.607,0,4.69,0.289,8.083,45.0853,-80.61796,79.0596,51.5042,13.09066,4,0
Parry Sound 82,CSMI I June 2023,73,4.0221,0.2371,13.3727,115.916169,199.697,-3.6015,109.4214,425.95,1.00E-12,2.35E-13,1000.4008,625.887,71.588,0,3.58,0.291,8.082,45.0853,-80.61796,79.2371,51.7859,13.09236,3,0
Parry Sound 82,CSMI I June 2023,74,4.0089,0.2084,13.3748,115.89097,199.744,-3.6312,109.5027,424.8,1.00E-12,2.35E-13,1000.4057,629.385,72.565,0,2.47,0.271,8.082,45.0853,-80.61796,79.5382,51.8669,13.09688,4,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,1,15.57,0.0784,8.9335,184.537431,227.41,-0.0851,100.2163,89.147,49.482,55.505,999.1018,169.23,0.987,0,14.65,0.448,8.373,44.0865,-83.0109,32.6666,27.057,9.95481,2,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,2,15.5112,0.072,10.1176,184.278488,227.421,-0.6621,101.6715,89.147,34.911,39.16,999.1157,171.131,1.964,0,13.78,0.505,8.379,44.0865,-83.01091,32.2024,40.5932,9.96736,2,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,3,15.4018,0.337,9.6881,183.772364,227.411,-0.5408,101.3703,87.929,27.647,31.427,999.1373,177.674,2.943,0,12.46,0.153,8.442,44.0865,-83.01092,31.7257,42.4946,9.99075,13,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,4,14.8539,0.6245,9.6707,183.913231,230.775,-0.6556,101.6554,87.461,23.377,26.726,999.2241,184.783,3.921,0,11.21,0.416,8.47,44.0865,-83.01092,32.8521,43.9034,10.11101,2,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,5,9.4195,0.3824,11.7873,155.312772,225.465,-1.3938,103.5455,81.104,18.005,22.25,999.8653,294.028,4.903,0,10.63,-0.061,8.412,44.08656,-83.0113,50.9865,116.4699,11.43074,186,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,6,10.7299,0.5576,11.8598,157.714507,220.699,-0.9202,102.3261,72.105,12.964,18.059,999.7437,428.266,5.884,0,9.64,0.265,8.455,44.08657,-83.01191,89.4611,192.485,11.0893,4,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,7,9.0097,0.5151,12.3781,149.723027,220.11,-1.1929,103.0271,73.415,11.799,16.071,999.8977,413.599,6.864,0,8.73,0.233,8.436,44.08657,-83.01184,101.0209,318.0131,11.54855,5,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,8,8.0109,0.4477,12.6188,144.831579,219.363,-1.3455,103.4209,71.903,9.6641,13.447,999.9695,418.191,7.845,0,7.66,0.207,8.423,44.08658,-83.01185,82.8965,188.7177,11.83157,4,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,9,6.2904,0.4199,13.1402,136.951244,218.834,-1.4223,103.6197,71.599,8.1409,11.372,1000.0588,422.696,8.824,0,6.63,0.24,8.408,44.08658,-83.01188,48.851,62.0906,12.3464,5,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,10,5.7275,0.4249,13.2953,134.349746,218.605,-1.6278,104.1538,71.667,7.2993,10.185,1000.0786,427.14,9.807,0,5.59,0.233,8.387,44.08659,-83.0119,42.3029,59.2798,12.52621,5,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,11,5.4947,0.4396,13.446,133.190442,218.374,-1.7579,104.4928,71.667,6.5059,9.0779,1000.0893,431.404,10.787,0,4.58,0.222,8.378,44.08659,-83.0119,30.9026,41.1715,12.60084,4,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,12,5.4562,0.4049,13.4933,132.956297,218.265,-1.7724,104.5306,71.667,5.6956,7.9472,1000.095,435.599,11.769,0,3.65,0.23,8.368,44.0866,-83.01192,26.456,34.6484,12.61327,4,0
Saginaw Bay 13 Port Austin,CSMI I June 2023,13,5.418,0.5037,13.4902,132.727526,218.163,-1.7545,104.4839,71.667,4.8825,6.8127,1000.1006,443.701,12.747,0,2.53,0.09,8.36,44.08661,-83.01194,26.7713,35.1144,12.62559,14,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,1,16.6935,0.5863,10.281,212.883185,255.27,6.0619,87.1675,112.35,34.934,31.114,998.9276,91.114,0.98,0,10.17,0.012,8.167,43.99364,-83.29696,36.2066,60.8026,9.72005,19,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,2,16.6972,0.8098,10.8343,123.69152,148.302,1.1898,97.0982,110.84,26.768,24.134,998.8932,105.777,1.963,0,9.33,0.231,8.492,43.99366,-83.29704,34.1461,50.923,9.72223,5,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,3,16.6987,0.7851,11.7291,14.037171,16.83,1.0633,97.3769,110.02,20.839,18.948,998.8517,109.424,2.941,0,8.44,0.229,8.515,43.99366,-83.29706,36.2888,53.284,9.7254,1,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,4,16.691,0.763,11.1479,36.084325,43.271,1.084,97.3266,110.12,16.234,14.742,998.8666,111.343,3.921,0,7.5,0.399,8.518,43.99366,-83.29707,33.4449,48.7832,9.72627,4,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,5,16.6885,1.0073,10.6031,245.228335,294.113,1.0559,97.3948,101.15,11.979,11.949,998.9608,241.235,4.888,0,5.99,-0.142,8.544,43.99375,-83.29786,36.2654,51.7858,9.72001,87,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,6,16.556,1.0126,9.7027,201.900767,242.898,0.9684,97.608,97.725,9.6142,9.843,998.9693,309.778,5.884,0,5.22,0.217,8.538,43.99375,-83.29827,32.0448,44.9881,9.7485,5,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,7,14.9399,1.0589,10.0744,188.239069,235.489,0.9086,97.754,96.503,7.6727,7.9499,999.2194,311.948,6.866,0,4.18,0.194,8.556,43.99376,-83.29829,33.6107,47.6065,10.09738,5,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,8,11.9378,1.072,11.5615,167.990115,227.284,0.6355,98.425,96.168,6.2915,6.5417,999.6188,316.585,7.843,0,3.16,0.223,8.572,43.99376,-83.29831,112.4008,401.6417,10.79193,5,0
Saginaw Bay 9 OakPoint,CSMI I June 2023,9,11.5118,0.9434,11.9712,165.197888,226.194,-0.0638,100.1648,96.139,5.2943,5.5069,999.6773,323.88,8.826,0,2.08,0.105,8.554,43.99375,-83.29837,98.1075,306.9968,10.89207,12,0
Saugeen River 18,CSMI I June 2023,1,13.1496,0.1297,10.5372,158.404312,207.591,16.9838,75.8194,377.09,24.781,6.5791,999.4411,120.377,0.978,0,16.32,0.35,8.116,44.52126,-81.41536,76.255,155.9623,10.49543,3,0
Saugeen River 18,CSMI I June 2023,2,13.1566,0.1656,11.2566,159.182737,208.574,-2.415,105.6011,379.05,14.098,3.7186,999.4452,127.2,1.962,0,14.61,0.074,8.321,44.52126,-81.41531,53.1476,79.0004,10.49378,11,0
Saugeen River 18,CSMI I June 2023,3,13.1607,0.1594,11.4284,158.711442,207.934,-2.1087,105.413,382.07,12.091,3.1646,999.4491,133.79,2.936,0,13.59,0.445,8.427,44.52125,-81.4153,47.7246,68.6547,10.49284,2,0
Saugeen River 18,CSMI I June 2023,4,12.8781,0.2323,12.2335,159.07275,209.969,-2.1153,105.4307,382.87,10.398,2.7157,999.49,135.627,3.924,0,13.3,0.484,8.419,44.52124,-81.41529,48.7646,70.8541,10.55944,2,0
